file_name,title,etitle,jabstract,eabstract,section_names,sec_intro,sec_method,sec_result,sec_conclusion,abs_intro,abs_method,abs_result,abs_conclusion
V06N06-06.tex,文章の構造化による修辞情報を\\利用した自動抄録と文章要約,"Extract Generation using Rhetorical\\ Information
by Text Structuring and its Extension to Summary Generation","本論文では，
重回帰分析にもとづいた文章構造解析を利用した自動抄録手法とその評価，およ
び文章要約への展開について述べる．文章構造の解析は，文章中の様々な特徴を
パラメタとした判定式や局所的な言語知識により，文章セグメントの分割統合を
進めて構造木を作るものである．得られた文章構造上の各種特徴をもとに，さら
に文章抄録の観点から選択されたパラメタを加えて，文抽出のための判定式を作
る．本研究では被験者5人にのべ350編の新聞社説の抄録調査を実施し，これを基
準に，重回帰分析によりパラメタの重みを決定し判定式を得，また，本方式を評
価する．また，自動生成された抄録文に対して，照応情報の欠落による文章の首
尾一貫性の低下を避けるための補完や，論旨を損なわない冗長な表現の削除を行
なうことで要約文章を生成する手法を紹介する．","This paper presents a method of automatic extract generation from text
by using the rhetorical structure of the text which is built by 
discriminants trained by the multiple regression analysis.  We also show
an extension to the summary generation. The way of our method of text
structuring is to divide or to combine text segments one after another
according to the discriminant with various parameters for superficial
features of sentences. Another discriminant to extract important
sentences has parameters selected from the point of view of text
extraction along with several features on the text structure (rhetorical
structure). In the experiment, five examinees select important sentences
of newspaper editorials from  total 350 articles.  The results are used
to the calculation of weights of parameters by the multiple regression
analysis, and also to the evaluation of accuracy of our method. We also
show an extension to summary generation in which sentences or phrases
are restored not to decrease the coherency of text caused by deletion of
referred sentences, and in which redundant expressions independent to
the context are deleted.","['はじめに', '分割と統合による文章構造解析', '文章抄録', '実験と検討', 'おわりに']",,,,,,,,
V06N06-07.tex,短文分割の自動要約への効果,Partitioning long sentences\\for text summarization,"TVニュース原稿は，新聞記事に比べて１記事中の文数が少なく，１文当たりの
文字数も多い．このため，自動要約としての重要文抽出を行うと，文単位で選
択が行われる為，情報の欠落が大きい．本論文では，記事中に現れる長文を分
割出来る条件を設定し，条件に合う場合は，短い文に分割するという処理（短
文分割処理）を行った結果が自動要約の基本的技術にどれだけ影響・効果があ
るのかを調べた．短文分割は，基本的に，動詞，形容動詞と述語名詞の連用文
節を分割の対象とした．また，分割の自動要約に対する影響については，評価
の尺度として，各文の重要度による順位付けと文字数圧縮（不要部分削除）を
用いた．
文順位付けの評価では，テキスト中の各文を人手及びシステムによって，その
重要度に応じて順位を付けたものを対象とした．人手により重要と判断された
文が，短文分割により分割された場合に，その分割された文は，どのような順
位となると判断されるのかを調べた．その結果，短文分割により分割された重
要文は，分割後の順位差において「３」以上離れる場合のほうが，順位差が生
じない場合，つまり順位差が「１」の場合より多くあり，短文分割の効果が見
られた．
次に，記事中の重要文だけではなく全部の文を対象として，人手とシステムに
よる順位付けについて短文分割前後での変化をスペアマンの順位相関関係係数
を用いて比較した．
その結果，短文分割をすることにより，スペアマンの係数が０．０３１８〜０．
０６５増加し，文の順位が，人とシステムにおいてより近いものになることが
判明した．
最後に，文字数圧縮での評価では，不要部分を特定し，文字列を削除または言
い換えを行う文字数圧縮処理において，短文分割を行う前後での変化を調査し
た．短文分割により削除される文字数は増え，文字数圧縮後の文字数を元記事
の文字数で割る圧縮率において，２．７１％〜２．７８％減少することが判明
し，短文分割が文字数圧縮に良い効果があることが分かった．","It is known that there are fewer sentences and the sentences are
longer in a TV news text compared with those in a newspaper article.
If we would like to summarize such TV news texts by selecting
important sentences, since each sentence is rather long, we end up
with losing a good amount of information by omitting a whole sentence.
Therefore, we adopt a method in which we partition a long sentence
into shorter sentences before summarization. To evaluate how the
partitioning affects text summarization, we select two basic measures
for text summarization, and examine how they vary before and after the
partitioning of long sentences.  The two measures are first ranking of
sentences in the text by their importance, and second, the number of
characters removed from the text by applying the same set of rules for
shortening and deleting the text.
All the sentences in the text are ranked by their importance by hand
and by sentence extraction system.  First, we examine how the ranks of
the sentences judged important by human vary before and after the
partitioning.  We found that there are more partitioned important
sentences whose difference in ranking is greater or equal to three (3)
than those whose difference in ranking is one (1).   This suggests
that the partitioning is good for sentence extraction.
Then, we compare the rankings of the human and the system for all the
sentences in the text using Spearman's rank correlation coefficient.
We found that the coefficient increases between 0.0318 and 0.065,
which means the rankings of the human and the system for the
partitioned texts are more similar that those for the original texts.
Lastly, we investigate how the partitioning affects the shortening the
text.  Here we found that the number of characters that are deleted
increases for the partitioned texts and a compaction ratio (the number
of characters of the shortened text divided by the number of
characters in the original text) decreases by 2.71 percent to 2.78
percent.  It shows that the partitioning long sentences makes
shortening method work better.","['はじめに', '原稿', '短文分割', '自動要約への影響', 'おわりに']",,,,,,,,
V06N07-01.tex,形態素解析結果から過分割を検出する統計的尺度,Statistical Measure for Detecting Over-Segmentations in Results of Japanese Morphological Analysis,"本稿では，形態素解析の結果から過分割(正解が分割していないと
  ころを形態素解析システムが分割している個所)を検出するための統計的尺
  度を提案する．もし，形態素解析の結果から過分割を検出できれば，それを
  利用して形態素解析結果の過分割を訂正する規則を作成できるし，人手修正
  済みのコーパスで除去しきれていない過分割を発見し取り除くこともできる
  ため，そのような尺度は有用である．本稿で提案する尺度は文字列に関する
  尺度であり，文字列が分割される確率と分割されない確率との比に基づいて
  いて，分割されにくい文字列ほど大きな値となる．したがって，この値が大
  きい文字列は過分割されている可能性が高い．本稿の実験では，この尺度を
  使うことにより，規則に基づく形態素解析システムの解析結果から，高精度
  で過分割を検出できた．また，人手で修正されたコーパスに残る過分割も検
  出できた．これらのことは，提案尺度が，形態素解析システムの高精度化に
  役立つこと，及び，コーパス作成・整備の際の補助ツールとして役立つこと
  を示している．","This paper proposes a statistical measure for detecting
  over-segmentations, which are errors in segmentation where a
  morphological analyzer segments places which should not be
  segmented, in results of Japanese morphological analysis.  Such a
  measure is useful because we can use detected over-segmentations for
  creating error correction rules or for removing remaining errors in
  manually debugged corpora.  The measure proposed in this paper is
  based on the ratio of the probability of a whole string to that of
  the string being segmented into two parts.  Therefore, the value of
  the measure is high when a given string is rarely segmented into two
  parts. Consequently, a string rated high by the measure is likely to
  contain over-segmentations.  In the experiments, the measure
  detected over-segmentations in the results of rule-based
  morphological analyzers very precisely and it also detected
  remaining over-segmentations in manually debugged corpora.  These
  results show that the proposed measure is useful for developing high
  quality Japanese morphological analyzers and for
  developing/debugging corpora.","['はじめに', '過分割を検出する統計的尺度', '実験', '考察と今後の課題', 'おわりに']",,,,,,,,
V06N07-02.tex,コーパスからの日本語従属節係り受け選好情報の抽出\\およびその評価,Extraction of Preference of Dependency between Japanese Subordinate Clauses\\ from Corpus and its Evaluation,"日本語の長文で一文中に従属節が複数個存在する場合，それらの節の間の係り
受け関係を一意に認定することは非常に困難である．また，このことは，
日本語の長文を構文解析する際の最大のボトルネックの一つとなっている．
本論文では，大量の構文解析済コーパスから，統計的手法により，
従属節節末表現の間の係り受け関係を判定する規則を自動抽出する手法を提案する．
統計的手法として，決定リストの学習の手法を用いることにより，
係り側・受け側の従属節の形態素上の特徴と，
二つの従属節のスコープが包含関係にあるか否かの間の因果関係を分析し，
この因果関係を考慮して，従属節節末表現の間の係り受け関係判定規則を学習する．
また，EDR日本語コーパスから抽出した係り受け情報を用いて，
本論文の手法の有効性を実験的に検証した結果について述べる．
さらに，推定された従属節間の係り受け関係を，
統計的文係り受け解析において利用することにより，
統計的文係り受け解析の精度が向上することを示す．","Dependeny analysis of Japanese subordinate clauses is one of the most difficult
phases in the syntactic analysis of Japanese long sentences.
This paper proposes a\break
 corpus-based method of learning preference rules of 
deciding dependency relation of Japanese subordinate clauses.
We utilize morphological cues included in the subordinate clauses and
statistically estimate the co-relation of those cues and dependency relation
of Japanese subordinate clauses.
Especially, we exploit scope embedding preference of subordinate clauses
as a useful information source for disambiguating
dependencies between subordinate clauses.
In the experimental evalution on EDR Japanese parsed corpus,
we discover that there exist several morphological cues that are quite
effective in deciding dependency relation of Japanese subordinate clauses.
We also show that the estimated dependencies of subordinate clauses 
successfully increase the accuracy of 
an existing statistical dependency analyzer.","['はじめに', '従属節の階層的分類を用いた係り受け解析', 'コーパスからの従属節係り受け選好情報の抽出', '決定リストを用いた従属節係り受け解析', '実験および評価', '文係り受け解析における従属節係り受け選好情報の評価', 'おわりに']",,,,,,,,
V06N07-03.tex,日本語文と英語文における統語構造認識と\\マジカルナンバー７±２,"Magical Number Seven Plus or Minus Two:\\ 
Syntactic Structure Recognition\\ 
in Japanese and English Sentences","George A. Miller は人間の短期記憶の容量
は７±２程度のスロットしかないことを提唱
している．本研究では，京大
コーパスを用い
て日本語文の各部分において係り先が未決定
な文節の個数を数えあげ，その個数がおおよそ
７±２の上限9程度でおさえられていたことを報告
した．また，英語文でも同様な調査を行ない
NP程度のものをまとめて認識すると仮定した場合
７±２の上限9程度でおさえられていたことを確認した．
これらのことは，文理解における情報の認知単位として
日本語で文節，英語ではNP程度のものを仮定すると，
Miller の7±2の理論と，言語解析・生成において
短期記憶するものは7±2程度ですむという Yngve の主張を
整合性よく説明できることを意味する．","George A. Miller insisted that 
human beings have only 
seven chunks in short term memory plus or minus two. 
We counted the number of 
bunsetsus whose modifiees were not recognized 
in each step when investigating 
the dependencies from the beginning of Japanese sentences   
by using the Kyoto University corpus, 
and we report that the number was roughly lower 
than nine, the upper bound of seven plus or minus two. 
We also investigated English sentences, 
and we got a result similar to Japanese 
when we assumed that human beings 
recognize 
a series of words such as a noun phrase (NP) 
as a unit. 
This indicates that 
if we assume that human beings' cognitive unit 
in Japanese and English are 
bunsetsu and NP respectively, 
we can accept Miller's theory.","['はじめに', '短期記憶と７±２', '日本語文での調査報告', '英語文での調査報告', 'おわりに']",,,,,,,,
V06N07-04.tex,局所的要約知識の自動獲得手法,A new approach to acquiring linguistic \\knowledge for locally summarizing \\Japanese news sentences,日本語ニュースを局所的要約する際に必要となる要約知識を，コーパスから自動獲得する手法について述べる．局所的要約とは注目個所の近傍の情報（局所的情報）を用いて行なう要約をいう．局所的情報には注目個所そのものやその前後の単語列などがある．本手法では要約知識として置換規則と置換条件を用い，これらを原文−要約文コーパスから自動獲得する．はじめに原文中の単語と要約文中の単語のすべての組み合わせに対して単語間の距離を計算し，ＤＰマッチングによって最適な単語対応を求める．その結果より，置換規則は単語対応上で不一致となる単語列として獲得する．一方，置換条件は置換規則の前後ｎグラムの単語列として獲得する．原文と要約文にそれぞれＮＨＫニュース原稿とＮＨＫ文字放送の原稿を使って実際に要約知識を自動獲得し，得られた要約知識を評価する実験を行った．その結果，妥当な要約知識が獲得できることを確認した．,"This paper proposes a new approach to acquiring linguistic knowledge for local context-based summarization. Our summarization method can transform characters, words, and Bunsetsu-phrases to the shorter ones by using linguistic information on some words to be summarized and some words located before and after the summarized words. Our linguistic knowledge for summarization, which is composed of transformation rules and transformation conditions, is automatically acquired from Japanese news corpus. In our corpus, original articles and the human-summarized ones are collected from NHK news text and NHK teletext respectively. The proposed method analyzes original news sentences and the summarized ones by Japanese morphological analyzer, and aligns original words with the summarized words by DP matching based on distances between both of the words. Transformation rules are acquired as the result of the difference. Transformation conditions are extracted as n-gram words located near a transformation rule. We acquired linguistic knowledge from NHK news corpus and obtained a high accuracy rate as a result of a series of experiments to evaluate the linguistic knowledge.","['はじめに', '大域的要約と局所的要約', '原文−要約文コーパス', 'コーパスからの要約知識の自動獲得', '実験', 'おわりに']",,,,,,,,
V06N07-05.tex,文字クラスモデルによる日本語単語分割,A Japanese Word Segmenter by a Character Class Model,"日本語処理において，単語の同定，すなわち文の単語分割は，最も
基本的かつ重要な処理である．
本論文では，日本語文字のクラス分類により得られた文字クラスモデルを
用いる新しい単語分割手法を提案する．
文字クラスモデルでは，推定すべきパラメータ数が文字モデルより
少ないという大きな利点があり，文字モデルより頑健な推定を可能とする．
したがって，文字クラスモデルを単語分割へ適用した場合，
文字モデルよりもさらに頑健な未知語モデルとして機能することが
期待できる．
文字クラスタリングの基準はモデルの推定に用いるコーパスとは別に
用意したコーパスのエントロピーであり，探索方法は貧欲アルゴリズムに
基づいている．このため，局所的にではあるが最適な文字のクラス分類が
クラスの数をあらかじめ決めることなく得られる．
ATR 対話データベースを用いて評価実験を行った結果，
文字クラスモデルを用いた提案手法の単語分割精度は文字モデルによる精度
より高く，特に，文字クラスを予測単位とする可変長 $n$-gram クラスモデルでは
オープンテストにおいて再現率 96.38\%，適合率 96.23\% の高精度を達成した．","Word segmentation, which segments an input sentence into words,
is the most fundamental process of Japanese language processing.
In this paper, we present a new method for Japanese word segmentation
based on a character class model.
The character class model is more robust than a character-based model
because the number of parameters of the character class model
is fewer than that of a character-based model.
The measurement for Japanese character clustering
is the entropy on a corpus different from the corpus for model estimation
and the search method is based on the greedy algorithm.
For this reason, this clustering method gives us
an optimum character classification without giving the number of classes.
As the result of experiments on the ADD (ATR Dialogue Database) corpus,
the proposed Japanese word segmenter using
the character class model marked a higher accuracy
than a character-based model.
In particular,
the proposed method using a variable-length $n$-gram class model
achieved 96.38\% recall and 96.23\% precision for open text.","['はじめに', '文字モデルに基づく単語分割法', '日本語文字のクラスタリング', '文字クラスモデルに基づく単語分割法', '評価実験', 'おわりに']",,,,,,,,
V06N07-06.tex,連体形形容詞に先行する格助詞「が」「の」格の\\係りに関する体系的分析,"Analysis on Dependency of GA/NO-particles\\ preceding adjective 
  in adnominal form","長文の係り解析の精度向上は,自然言語処理において重要な課題の一つである.我々はすで
に,連体形形容詞周りの「が」「の」格に関して,以下の３つのパターンに分類される７つ
の係りを規定するルールを見つけだした.
\begin{itemize","Improving the accuracy of dependency analysis in long Japanese sentences is a big 
problem in the natural language analysis.  Concerning the form of 
``$<$noun-1$>$ + $<$adjective$>$ + $<$noun-2$>$"",
we found the seven effective dependency rules which are 
classified into three following patterns in the previous paper. 
\begin{itemize","['はじめに', '提案済ルールの概説とその問題点', '形容詞選定と利用したコーパス', '抽出済みルールの検証', '新規ルールの追加', '適用後の係り解釈精度と現行システムとの比較', 'まとめ']",,,,,,,,
V07N01-01.tex,ソフトウエアの要求獲得会議での\\言い直しに注目した要求獲得方法論,"A Requirements Capturing Method Focusing\\ in the Corrected
Words\\ in the Software Requirements Capturing Meeting.","ソフトウエアの要求獲得会議では会議参加者の関心のあることをきちんと堀起
こすことが重要である．関心のあることを堀起こすためには会議参加者の無意
識の部分を知る方法が考えられる．無意識の兆候としては古来から言い直しが
挙げられている．言い直しを利用するとしても，言い直しを解釈するやり方は
高度の技術を要する．そこで本研究では，言い直しを解釈しないで利用する方
法を考えることにする．そこでまず，言い直した語と言い直された語との間で
どちらに関心が高いかを調べた．その結果，言い直された語の中にも話し手の
関心が高いものが見受けられた．そこで，言い直された語を抽出して，次の会
議の話題展開に用いる方法論を考案した．","In software requirements capturing meeting, it is important to find
out interesting items of clients. There is a method of finding out
interesting items by knowing their structure of unconsciousness. There
are some indications of unconsciousness. For example, there are some
mistakes in speaking. To interpret mistakes in speaking seems to need
a high technic. We aim at the method of not interpreting the mistakes
or corrects in speaking. We experimented the relationship between
interests and corrects in speaking. We found the case that the speaker
was interested in the corrected word. We made a requirements capturing
method to find the topics in the next meeting extracting the corrected
words.","['はじめに', '言い直しと関心の高さ', '要求獲得オフライン法での利用', '言い直しを利用した関心事項の抽出法', '例題', 'おわりに']",,,,,,,,
V07N01-02.tex,,,,,"['まえがき', '決定木', '短文分割への決定木の応用', '決定木の生成と分割点の推定実験', '決定木の枝苅り', 'むすび']",,,,,,,,
V07N01-03.tex,機械学習手法を用いた名詞句の指示性の推定,Machine learning approach to estimating\\ a referential property of a noun phrase,"言語処理の研究には名詞句の指示性の推定という問題がある．
名詞句の指示性とは，名詞句の対象への指示の仕方のことで，
指示性としては総称名詞句，定名詞句，不定名詞句の三種類が主に設けられている．
この指示性は，日英機械翻訳の冠詞生成や同一名詞句の照応解析に役に立つ．
名詞句の指示性の先行研究では，
表層の手がかり語を利用した規則を利用して解析し，
複数の規則が競合した場合は規則により各指示性に得点を付与し
合計点の最も大きい指示性を解としていた．
この規則に記述している得点は人手で付与しており，
人手の介入が大きい方法となっていた．
本稿では，この人手で付与していた得点部分を
機械学習の手法で自動調節することで，
人手のコストを削減することに成功したことについて記述している．","The referential properties of noun phrases are useful for 
article generation in Japanese-English machine translation and 
in anaphora resolution in Japanese same noun phrases 
and are generally classified into 
generic noun phrases, definite noun phrases and indefinite noun phrases. 
In the previous work, 
an estimation of referential properties was done by 
developing rules that used clue words. 
If two or more rules were in conflict with each other, 
the category having the maximum total score given by the rules 
was selected as the desired category. 
The score given by each rule was established by hand, 
so the manpower cost was high. 
This paper describes a machine learning method 
that reduces the amount of manpower needed to adjust these scores.","['はじめに', '名詞句の指示性の分類', '名詞句の指示性の推定方法', '実験と考察', 'おわりに', '最大エントロピー法(文献\\protect\\cite{uchimoto:nlp99']",,,,,,,,
V07N01-04.tex,意味ソートmsort\\--- 意味的並べかえ手法による辞書の構築例と\\タグつきコーパスの作成例と情報提示システム例 ---,"Meaning Sort MSORT\\--- Three Examples: Dictionary Construction,\\ Tagged Corpus Construction,\\ and  Information Presentation System ---","本稿では単語の羅列を意味でソートすると
いろいろなときに便利であるということについて記述する．
また，この単語を意味でソートするという考え方を示すと同時に，
この考え方と辞書，階層シソーラスとの関係，
さらには多観点シソーラスについても論じる．
そこでは単語を複数の属性で表現するという考え方も示し，
今後の言語処理のためにその考え方に基づく辞書が必要であることに
ついても述べている．
また，単語を意味でソートすると便利になるであろう
主要な三つの例についても述べる．","It is often useful to arrange words in their meanings' order 
that is obtained by using a thesaurus. 
In this paper, we introduce a method of 
arranging words semantically, 
and show the relationship between this method and 
some types of dictionaries and thesauruses. 
We also examine an ideal dictionary that could be 
used for future natural language processing. 
Finally, we describe three main examples 
of this method.","['はじめに', '意味ソート', '意味ソートの仕方', '意味ソートの諸相', '意味ソートの三つの利用例', 'おわりに']",,,,,,,,
V07N02-01.tex,複合語の分野連想語の効率的決定法,An Efficient Method of Determining Field \\ Association Terms of Compound Words,"人間は文書全体を読むことなしに，代表的な単語を見るだけで，＜政治＞や＜スポーツ＞などの分野を認知できることから，文書断片内の数少ない単語情報から分野を的確に決定するための分野連想語の構築は重要な研究課題である．しかし，文書から連想語を抽出する場合，複合語の冗長な連想語が多く存在する．本論文では，事前に分野体系が定義され，各分野に文書データが構築されている場合において，複合語の分野連想語を効率的に決定する手法を提案する．本手法では，連想分野を特定する範囲に応じて連想語を五つの水準に分類し，まず複合語以外の単語（短単位語と呼ぶ）の連想語候補を決定し，人手で修正を加える．次に，この短単位語の連想情報を利用して，膨大な数になる複合語の連想語候補を自動的に絞り込む．収集された180分野の学習データ（42メガバイト，15,435ファイル）に対して提案手法を適用した結果，88,782個の候補が8,405個（候補数の約9\%）の連想語に絞り込まれ，再現率0.77以上（平均0.85），適合率0.90以上（平均0.94）の高い抽出精度が得られた．また，連想語を利用した264種類の断片文書の分野決定実験より，複合連想語と短単位連想語による正解率は90\%以上となり，短単位連想語のみの場合より約30\%向上することが分かった．","Although there are many kinds of research about text classification based on term information in the whole text, humans can recognize the field of a text by finding a small number of  specific words in it.   In this paper, such terms are called a field association (FA) term that can be directly related to the field of a text.  It is possible to collect single-word FA terms because the number is finite, but there are some difficulties: how to select useful compound FA terms from a huge number of combinations of single-word FA terms.     For FA terms, five association levels are defined and two kinds of ranks based on stability and inheritance are presented.   Redundant candidates of compound FA terms can be removed remarkably by using the level and the rank.   From the simulation results of 180 fields' Japanese text files, it turns out that the total number 88,782 of candidates for compound FA terms can be reduced to 8,405 which is about 9\% to the original and that recall and precision are more than 0.77 and 0.90, respectively.   From the experimental results of field determination using FA terms for 264 fragments of texts, it is shown that the accuracy by the presented method attains  more than 90\% , and that is about 30\% higher than the case where only single-word FA terms are used.","['はじめに', '分野連想語の水準', '分野連想語候補の決定手法', '複合語の分野連想語の決定', '分野連想語の構築実験結果と評価', 'むすび', '分野体系と学習データの情報']",,,,,,,,
V07N02-02.tex,英字新聞記事見出し翻訳の自動前編集による改良,Improvement of Translation Quality of English Newspaper Headlines by Automatic Preediting,"英字新聞記事の見出しは通常の文の表現形式とは異なる特有の形式
をしているため，従来の英日機械翻訳システムによる見出しの翻訳の品質はあま
り高くない．
この問題に対して本研究では，見出しを通常の表現形式に書き換える自動前編
集系を既存のシステムに追加することによる解決を目指している．
見出しを通常の表現形式に書き換えれば，より品質の高い翻訳が，システムの
既存部分にほとんど変更を加えることなく得られる．
例えば``Sales up sharply in June''という見出しは通常のシステムには受理
されない可能性が高いが，``Sales {\it were","Since the headlines of English news articles have a characteristic
style, different from the styles which prevail in ordinary sentences, it 
is difficult for MT systems to generate high quality translations for 
headlines.
We try to solve this problem by adding to an existing system a
preediting module which rewrites the headlines to ordinary expressions.
Rewriting of headlines makes it possible to generate better translations 
which would not otherwise be generated, with little or no changes to the 
existing parts of the system. 
While most MT systems would not probably accept, for example, the
headline ``Sales up sharply in June'', they would be able to generate
a satisfactory translation of the expression ``Sales {\it were","['はじめに', '英々変換系', '英字新聞記事見出しの調査', 'be動詞補完規則の記述', '実験と考察', 'おわりに']",,,,,,,,
V07N02-03.tex,新聞の用字の面による変動と時系列変動,"Page-type and time-series variations \\ 
of a newspaper's character occurrence rate","1991年から1997年までの毎日新聞7年分の電子テキスト（約3.4億文字）
を対象に，使用されている文字種すべて（5,726；空白文字を除く）
について，その出現率（出現頻度）が，面種（e.g., 解説面，スポーツ面，
社会面），月次，年次の3つの要因に関して，どの程度まで系統的な変動を
示すかを検討した．5,726文字種のうち，16の面種間による出現率の差は
69.2\%で，月次による出現率の差は20.3\%で，年次による出現率の差は
43.9\%で認められた．低出現率の文字（0.001‰未満）を除いた2,732
文字種では，さらに変動は顕著で，面種差は98.4\%で，月次差は
33.5\%で，年次差は76.0\%で認められた．このように，紙面の種類と
時系列によって，新聞の文字使用が系統的に変動することが，広範に
確認された．こうした語彙表現に関わる変動現象は，大量のテキストに
基づいて文字や単語の計量を行うような研究ではあまり関心が払われて
こなかったが，変動のもつ規則性は，それ自体，精細な分析の対象と
なりうるものである．","Using 1991--1997 Mainichi Shimbun Newspaper's CD-ROMs containing 
about 340 million characters, nature of character use was explored.  
Significant differences of mean occurrence rates among 16 
page-types (e.g., editorial, sports, local) were observed 
in 69.2 \% of 5,726 character types that covered all the cases 
in the corpus except a space character.  
Similarly, 20.3 \% of those showed significant 
month-level (seasonal) variations of occurrence rates, 
and 43.9 \% showed significant year-level variations (trends).  
Limited to frequent 2,732 character types that severally 
accounted for more than 0.001 ‰ of the corpus, these tendencies became 
more clearly: rates of character types that showed significant 
variations of occurrence rates by page-types, month-levels, 
and year-levels were 98.4, 33.5, and 76.0 \% respectively.  
These results suggest that there could be a vast range of 
systematic variations in lexical use, which have been 
overlooked in simple summing-up of mass corpuses.","['はじめに', '研究1：面種変動の分析', '研究2：時系列変動の分析', '全体的考察', 'おわりに']",,,,,,,,
V07N02-04.tex,最大エントロピーモデルと\\書き換え規則に基づく固有表現抽出,Named Entity Extraction \\Based on A Maximum Entropy Model and Transformation Rules,"本論文では，ME(最大エントロピー)モデルと書き換え規則を用いて
固有表現を抽出する手法について述べる．
固有表現の定義はIREX固有表現抽出タスク(IREX-NE)の定義に基づくものとする．
その定義によると，固有表現には一つあるいは複数の形態素からなるもの，
形態素単位より短い部分文字列を含むものの2種類がある．
複数の形態素からなる固有表現は，
固有表現の始まり，中間，終りなどを表すラベルを40個用意し，
各々の形態素に対し付与すべきラベルを推定することによって抽出する．
ラベルの推定にはMEモデルを用いる．
このMEモデルでは学習コーパスで観測される素性と
各々の形態素に付与すべきラベルとの関係を学習する．
ここで素性とはラベル付与の手がかりとなる情報のことであり，
我々の場合，着目している形態素を含む前後2形態素ずつ
合計5形態素に関する見出し語，品詞の情報のことである．
一方，形態素単位より短い部分文字列を含む固有表現は，
MEモデルを用いてラベルを決めた後に書き換え規則を適用することによって抽出する．
書き換え規則は学習コーパスに対するシステムの解析結果とコーパスの
正解データとの差異を調べることによって自動獲得することができる．
本論文ではIREX-NE本試験に用いられたデータに対し我々の手法を適用した
結果を示し，さらにいくつかの比較実験から
書き換え規則と精度，素性と精度，学習コーパスの量と精度の関係を明らかにする．","This paper describes a system for extracting named entities. 
The system is based on a ME (maximum entropy) model 
and transformation rules. 
Eight types of named entities are defined by IREX-NE, 
and each named entity consists of one or more morphemes, 
or it includes a substring of a morpheme. 
We define 40 named entity labels, which are at the beginning, 
the middle, or the end of a named entity, 
and extract a named entity which consists of one or more morphemes 
by estimating the labels according to the ME model. 
The trained ME model detects the relationship between features 
and named entity labels assigned to morphemes. 
The features are clues used for estimating labels. 
We use information about lexical items and parts-of-speech 
as features in the target morpheme. 
We also use information 
about lexical items and parts-of-speech in four morphemes, 
two on the left and two on the right of the target morpheme, 
as features. 
After estimating the named entity labels according to the ME model, 
we extract a named entity, which includes a substring of a morpheme, 
by using transformation rules. 
These rules are automatically acquired by investigating the difference 
between named entity labels in a tagged corpus and those extracted by 
our system from the same corpus without tags. 
This paper also 
evaluates the relationships between transformation rules and accuracy, 
between features and accuracy, and between the amount of 
training data and accuracy by conducting several comparative experiments.","['はじめに', '固有表現抽出アルゴリズム', '実験と考察', 'まとめ']",,,,,,,,
V07N02-05.tex,統計的手法による換喩の解釈,Statistical Approach to \\ the Interpretation of Metonymy,"本稿では，換喩を統計的に解釈する方法を述べた．換喩と
  は，喩える言葉(喩詞)と喩えられる言葉(被喩詞)との連想に基づい
  た比喩である．たとえば，「漱石を読む」という換喩は，「漱石の
  小説を読む」というように解釈できる．この場合，喩詞である「漱
  石」と被喩詞である「(漱石の)小説」との間には，「作者-作品」と
  いう連想関係が成立する．本稿では，以下の方針で換喩を解釈する
  ことを試みた．
  \begin{enumerate","This paper describes a statistical approach to the
interpretation of metonymy.  In metonymy, the name of one
thing ({\it the source","['はじめに', '換喩の種類と対象とする換喩', '喩詞と関連する名詞群を求めるときに使う共起関係', '被喩詞らしさの統計的尺度', '実験', '考察', 'おわりに']",,,,,,,,
V07N02-06.tex,,"The Exploration and Analysis of
\\Using Multiple Thesaurus Types
\\for Query Expansion in Information Retrieval",,"This paper proposes the use of multiple thesaurus types for query expansion
in information retrieval. Hand-crafted thesaurus, corpus-based
co-occurrence-based thesaurus and syntactic-relation-based thesaurus
are combined and used as a tool for query expansion.  A simple word
sense disambiguation is performed to avoid misleading expansion terms. 
Experiments using TREC-7 collection proved that this method could
improve the information retrieval performance significantly. Failure
analysis was done on the cases in which the proposed method fail to
improve the retrieval effectiveness. We found that queries containing
negative statements and multiple aspects might cause problems in the
proposed method.","['Introduction', 'Method', 'Experimental Results', 'Discussion', 'Failure Analysis', 'Combining with relevance feedback', 'Conclusions and Future Work', 'Acknowledgments']",,,,,,,,
